Complexity,Loss,Equation
18,0.009074953,"((((LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * (-0.20214476 - LAGGED_DELTA_LOG_NB_KKI)) - (DELTA_LOG_ICE_BRENT * (LAGGED_DELTA_LOG_NB_KKI + 0.053471565))) + -0.012408861) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * coeff(5.157192, 1.0104401)))"
19,0.009049682,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (-0.025143135 - LAGGED_DELTA_LOG_NB_KKI)) - (DELTA_LOG_ICE_BRENT * 0.06305547)) - squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.0195956)) + -0.0066095083)"
20,0.008995612,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (-0.047328208 - LAGGED_DELTA_LOG_NB_KKI)) - (DELTA_LOG_ICE_BRENT * (LAGGED_DELTA_LOG_NB_KKI + 0.046891563))) - squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)) - 0.009996562) - coeff(5.3188744, DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M))"
21,0.008945973,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) - coeff(0.066868834, DELTA_LOG_ICE_BRENT)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.360225)) - (coeff(6.673863, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.032394562))) - 0.0062683304)"
22,0.0089115705,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) - (DELTA_LOG_ICE_BRENT * 0.07284787)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.2563114)) - (coeff(6.669192, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.030316092))) - 0.0067405724)"
23,0.008795371,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.8907537)) - 0.008481871) - (coeff(6.6739483, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.045723658))) - (squaresign(DELTA_LOG_ICE_BRENT) * 0.3809973))"
24,0.008725313,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.022384297)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.8967147)) - (coeff(6.669345, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.045723658))) - 0.0058997967) - (squaresign(DELTA_LOG_ICE_BRENT) * 0.35610837))"
26,0.0087032635,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.021253528)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.951023)) - (coeff(6.6738873, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.046213865))) - 0.005930555) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.3419997 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))"
27,0.008692042,"(((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) - (DELTA_LOG_ICE_BRENT * 0.03539397)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.7674594)) - ((coeff(6.673841, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.044305)) + 0.007517812)) - (squaresign(DELTA_LOG_ICE_BRENT) * 0.2386648))"
28,0.008641093,"((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.016683891)) - (DELTA_LOG_ICE_BRENT * 0.032985732)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.836954)) - (coeff(6.6738644, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.042004287))) - (squaresign(DELTA_LOG_ICE_BRENT) * 0.22265501)) - 0.00545515)"
30,0.008615188,"((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.0144015895)) - (DELTA_LOG_ICE_BRENT * 0.027846804)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.7863955)) - (coeff(6.669192, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.041703243))) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.22444001 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - 0.0056933225)"
31,0.008615183,"(((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.0144015895)) - (DELTA_LOG_ICE_BRENT * 0.027846804)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.7863955)) - (coeff(6.669192, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.041703243))) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.22444001 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - 0.0056933225) - -6.00691e-7)"
32,0.008594986,"((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.016666323)) - (DELTA_LOG_ICE_BRENT * (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M + 0.02870668))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.854006)) - (coeff(6.6691976, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.041551773))) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.22453445 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - 0.005432958)"
34,0.008592504,"((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.016683673)) - (DELTA_LOG_ICE_BRENT * (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M + 0.028180338))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (4.8540053 + LAGGED_DELTA_LOG_NB_KKI))) - (coeff(6.673065, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.041551773))) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.22453445 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - 0.005415562)"
35,0.008569921,"(((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.024102118)) - (DELTA_LOG_ICE_BRENT * 0.026855867)) - (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.8423696)) - (coeff(6.6739483, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.04036332))) - 0.005844103) - (squaresign(DELTA_LOG_ICE_BRENT) * 0.23096845))"
36,0.008569918,"(((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.024102118)) - (DELTA_LOG_ICE_BRENT * (0.026855867 + -1.8427792e-5))) - (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.8423696)) - (coeff(6.6739483, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.04036332))) - 0.005844103) - (squaresign(DELTA_LOG_ICE_BRENT) * 0.23096845))"
37,0.008547548,"(((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.024347793)) - (DELTA_LOG_ICE_BRENT * 0.03073254)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.0729914)) - (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - (coeff(6.6739483, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.03969976))) - 0.005720143) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.17813653 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))"
38,0.008547547,"((((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.02434776)) - (DELTA_LOG_ICE_BRENT * 0.030732557)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.0729914)) - (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM))) - 8.956325e-7) - (coeff(6.6739483, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.039699715))) - 0.0057190177) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.17813653 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))"
39,0.008529263,"((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.027226284)) - ((DELTA_LOG_ICE_BRENT * (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M + 0.03554618)) + (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.1662083)) - (coeff(6.6692486, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.03969968))) - 0.0054969797) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.17103024 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))"
40,0.008529232,"(((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.027221212)) - ((DELTA_LOG_ICE_BRENT * (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M + 0.035544112)) + (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))) + 1.2456835e-5) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.1662087)) - (coeff(6.6692486, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.03970216))) - 0.005506574) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.17103064 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))"
41,0.0085163,"((((((isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.027650956)) - ((DELTA_LOG_ICE_BRENT * (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M + 0.035293676)) + (abs(LAGGED_DELTA_LOG_NB_KKI) * isnegative(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (DELTA_LOG_ICE_BRENT + 5.1232004))) - (coeff(6.673087, LAGGED_DELTA_LOG_NB_KKI) * (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM + 0.039708804))) - 0.005417968) - (squaresign(DELTA_LOG_ICE_BRENT) * (0.17815748 - LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM)))"
