Complexity,Loss,Equation
25,0.008749149,"((((0.009616958 - ((LAGGED_DELTA_LOG_NB_KKI - -0.05478465) * (DELTA_LOG_ICE_BRENT + 0.29150957))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.1368723)) - (coeff(6.873669, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (1.8305628 - DELTA_LOG_ICE_BRENT)))"
27,0.00873053,"((((-0.008105379 - (LAGGED_DELTA_LOG_NB_KKI * 0.31028467)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.815932)) - (coeff(6.8734508, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - ((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (1.9080597 - DELTA_LOG_ICE_BRENT)) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.37750584)))"
28,0.008725255,"((((-0.007967603 - (LAGGED_DELTA_LOG_NB_KKI * 0.29903576)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (4.7243495 - -0.22702949))) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - ((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (1.8896772 - DELTA_LOG_ICE_BRENT)) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.36270326)))"
29,0.0086876135,"((((-0.008081647 - (LAGGED_DELTA_LOG_NB_KKI * (0.29629892 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.942385)) - (coeff(6.873447, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - ((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (1.8819755 - DELTA_LOG_ICE_BRENT)) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.34187567)))"
30,0.008683838,"((((-0.008081647 - (LAGGED_DELTA_LOG_NB_KKI * (0.29635572 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 4.942385)) - (coeff(6.873447, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - ((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (1.8819755 - DELTA_LOG_ICE_BRENT)) + (squaresign(DELTA_LOG_ICE_BRENT) * (0.34442455 - 0.0077441097))))"
31,0.008638614,"((((-0.0072471565 - (LAGGED_DELTA_LOG_NB_KKI * 0.2830714)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.0086713)) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9080633) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.4011785, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.32482255)))"
32,0.008635498,"((((-0.007270012 - (LAGGED_DELTA_LOG_NB_KKI * 0.28307173)) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.0086713)) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9080633) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.38855428, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * (0.28307173 - -0.03725234))))"
33,0.008583447,"((((-0.007476767 - (LAGGED_DELTA_LOG_NB_KKI * (0.29596624 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.0086713)) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9080635) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.38429224, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.3000042)))"
34,0.008582879,"((((-0.007476767 - (LAGGED_DELTA_LOG_NB_KKI * (0.29596624 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (5.0086713 - -0.022896247))) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9080597) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.38429224, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.29996237)))"
35,0.008573012,"((((-0.007487971 - (LAGGED_DELTA_LOG_NB_KKI * (0.29596624 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (5.0086713 + DELTA_LOG_ICE_BRENT))) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9080627) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.37360975, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.3070863)))"
37,0.0085702585,"((((-0.007465822 - (LAGGED_DELTA_LOG_NB_KKI * (0.2992078 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (DELTA_LOG_ICE_BRENT + 5.0086713))) - (coeff(6.8734503, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * (LAGGED_DELTA_LOG_NB_KKI + 1.9080633)) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.38108587, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.30491778)))"
38,0.008547352,"((((((LAGGED_DELTA_LOG_NB_KKI * LAGGED_DELTA_LOG_NB_KKI) - 0.008010637) - (LAGGED_DELTA_LOG_NB_KKI * (0.32698694 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.1503496)) - (coeff(7.40663, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9568373) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.4244355, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.28064764)))"
39,0.008539827,"((((((isnegative(LAGGED_DELTA_LOG_NB_KKI) * LAGGED_DELTA_LOG_NB_KKI) - 0.0077870525) - (LAGGED_DELTA_LOG_NB_KKI * (0.2926029 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * 5.1042914)) - (coeff(7.40663, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9598513) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.4151865, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.2926029)))"
41,0.008526029,"((((((LAGGED_DELTA_LOG_NB_KKI * isnegative(LAGGED_DELTA_LOG_NB_KKI)) + -0.007620571) - (LAGGED_DELTA_LOG_NB_KKI * (0.29635575 - LAGGED_DELTA_LOG_NB_KKI))) - (DELTA_CUSTOM_MYRSTUEN_INTEREST_DIFFERENCE_12M * (DELTA_LOG_ICE_BRENT + 5.1417475))) - (coeff(7.4066467, LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * LAGGED_DELTA_LOG_NB_KKI)) - (((squaresign(LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM) * 1.9301314) - (LAGGED_CUSTOM_MYRSTUEN_EQULIBIRUM * coeff(0.4045307, DELTA_LOG_ICE_BRENT))) + (squaresign(DELTA_LOG_ICE_BRENT) * 0.29903576)))"
